id,stratum,gold,bert_pred,bert_conf,llm_pred,llm_pconf,correct,stated_decision,decision_consistency,n_sentences,n_cited_sentences,rationale_frac,rationale_text,self_comp_delete,self_suff_delete,self_comp_mask,self_suff_mask,occ_comp_delete,occ_suff_delete,occ_comp_mask,occ_suff_mask,rand_comp_delete,rand_comp_mask,rand_suff_delete,rand_suff_mask
207,high_confidence_correct,no_violation,no_violation,0.99701416,no_violation,0.9991,1,no_violation,1,10,5,0.6458," Olaylar  Başvuru formu ve eklerinde ifade edildiği şekliyle ilgili olaylar özetle şöyledir: Başvurucu hakkında, Denizli Cumhuriyet Başsavcılığının 14/6/2013 tarihli iddianamesi ile hakaret suçundan kamu davası açılmıştır.(Kapatılan) Denizli  Sulh Ceza Mahkemesi 15/11/2013 tarihli kararı ile başvurucunun hakaret suçundan 11 ay 20 gün hapis cezası ile cezalandırılmasına ve hükmün açıklanmasının geri bırakılmasına karar vermiştir. Kararın gerekçesi şöyledir:"". Denizli Cumhuriyet Başsavcılığının iddianamesi, sanığın savunması, katılanın beyanı, nüfus ve adli sicil kaydı, bilirkişi raporu ve tüm dosya içeriğine göre;sanık Ahmet Bulaç aleyhine Denizli  İcra Hukuk Mahkemesinde dava açıldığı ve davanın sanık aleyhine sonuçlandığı, bunun üzerine sanığın farklı internet sitelerinde kendisi aleyhine dava açanlar hakkında beyanlarda bulunduğu, bu yayınların incelenmesinde,Denizli  İcra Hukuk Mahkemesi hakimi olarak görev yapan B.'ye karşı ""Hakim tüm bu olan bitene seyirci kaldı, hakimin göz yummasıyla magazinleştirilerek dosyanın şişirildiği"", ""Hakimin bir senede ancak taraf teşkil yapabildi"", ""deliller hiçe sayılarak",0.0258,0.1552,0.0337,0.1471,0.0125,0.0003,0.015,0.0001,0.3378,0.235,0.0046,0.0047
365,high_confidence_correct,no_violation,no_violation,0.99700207,no_violation,0.9985,1,no_violation,1,11,5,0.4711," Komisyonca başvurunun kabul edilebilirlik incelemesinin Bölüm tarafından yapılmasına karar verilmiştir.    Başvuru formu ve eklerinde ifade edildiği şekliyle ve Ulusal Yargı Ağı Bilişim Sistemi (UYAP) üzerinden ulaşılan bilgi ve belgelere göre ilgili olaylar özetle şöyledir: Diyarbakır 2 No.lu Devlet Güvenlik Mahkemesinin (DGM) 20/1/1994 tarihli kararıyla başvurucunun devletin hâkimiyeti altındaki topraklardan bir kısmını devlet idaresinden ayırmaya yönelik eylemlerde bulunmak suçundan müebbet hapis cezasıyla cezalandırılmasına karar verilmiştir. Karar, Yargıtay  Ceza Dairesinin 24/11/1994 tarihli kararıyla onanmıştır. Başvurucu tarafından yapılan yargılamanın yenilenmesi talebi Diyarbakır  Ağır Ceza Mahkemesinin (Mahkeme) 14/11/2008 tarihli ek kararıyla kabule değer bulunmayarak reddedilmiştir.",0.0149,0.0,0.0154,0.0002,0.0052,-0.0005,0.0072,-0.0006,0.2039,0.1162,0.0193,0.0793
271,high_confidence_correct,no_violation,no_violation,0.9969689,no_violation,0.99,1,no_violation,1,8,1,0.184,   Başvuru formu ve eklerinde ifade edildiği şekliyle ilgili olaylar özetle şöyledir: İstanbul  Ağır Ceza Mahkemesi 28/12/2010 tarihinde başvurucunun DHKP/C terör örgütüne üye olmak suçundan mahkûmiyetine hükmetmiştir.,0.0327,0.2265,0.0314,0.1771,0.0327,0.2265,0.0314,0.1771,-0.0002,-0.001,0.4969,0.3702
263,high_confidence_correct,no_violation,no_violation,0.99694425,no_violation,0.9993,1,no_violation,1,9,4,0.4258,"   Başvuru formu ve eklerinde ifade edildiği şekliyle olaylar özetle şöyledir: Başvurucu, Suriye Arap Cumhuriyeti vatandaşıdır.  İstanbul Valiliği Göç İdaresi Müdürlüğü tarafından 28/4/2017 tarihinde kamu güvenliği açısından tehdit oluşturduğu gerekçesiyle başvurucunun sınır dışı edilmesine karar verilmiştir.  Başvurucu tarafından 8/5/2017 tarihinde bireysel başvuruda bulunulmuştur.  Başvurucu 3/8/2017 tarihli dilekçesiyle bireysel başvurusundan feragat ettiğini ve gönüllü olarak ülkesine dönmek istediğini belirtmiştir.",0.0278,0.0026,0.0467,0.0032,0.0041,0.0001,0.0049,0.0007,0.0136,0.0184,0.3443,0.1385
1,high_confidence_correct,no_violation,no_violation,0.99693644,no_violation,0.9979,1,no_violation,1,10,5,0.6226," Olaylar Başvuru formu ve eklerinde ifade edildiği şekliyle olaylar özetle şöyledir: İstanbul Emniyet Müdürlüğü Trafik Denetleme Şube Müdürlüğü ekiplerince, 26/12/2012 tarihli ve GT-58573 seri numaralı trafik idari para cezası karar tutanağı ile 13/10/1983 tarihli ve 2918 sayılı Karayolları Trafik Kanunu’nun  maddesine istinaden başvurucu hakkında 319,00 TL idari para cezası kesilmiştir. Başvurucu tarafından, bahse konu idari para cezasının iptali için İstanbul Anadolu  Sulh Ceza Mahkemesine başvuruda bulunulmuş, Mahkemece 18/9/2013 tarihli ve 2013/427  İş sayılı karar ile başvurunun reddine karar verilmiştir.  Anılan karar, 30/3/2005 tarihli ve 5326 sayılı Kabahatler Kanunu’nun  maddesinin (10) numaralı fıkrası uyarınca ""Üçbin Türk Lirası dahil idarî para cezalarına karşı başvuru üzerine verilen kararlar"" kesin nitelikte olmasına rağmen itiraz yolu açık olmak üzere verilmiştir. Başvurucu, anılan karara karşı İstanbul Anadolu  Asliye Ceza Mahkemesine itiraz etmiştir. İstanbul Anadolu  Asliye Ceza Mahkemesinin 3/10/2013 tarihli ve 2012/323  İş sayılı kararıyla, itiraza konu karar kesin nitelikte olduğundan",0.1712,0.0635,0.1646,0.0598,0.1155,-0.0006,0.0562,-0.0005,0.1175,0.1227,0.0014,0.0024
68,high_confidence_correct,no_violation,no_violation,0.996935,no_violation,0.961,1,no_violation,1,11,5,0.5749," Başvuru, başvuru formu ve eklerinin idari yönden yapılan ön incelemesinden sonra Komisyona sunulmuştur. Komisyonca başvurunun kabul edilebilirlik incelemesinin Bölüm tarafından yapılmasına karar verilmiştir.  Başvurucunun eşi Zeliha İçyer ve çocukları olan diğer başvurucular 6/10/2017 tarihinde kayda giren dilekçeyle başvuruya devam etmek istediklerini bildirmiştir.    Başvuru formu ve eklerinde ifade edildiği şekliyle ilgili olaylar özetle şöyledir: Başvurucuların murisi Aydın İçyer, Tunceli'nin Ovacık ilçesi Eğrikavak köyünde ikamet etmekte iken 1994 yılında meydana gelen terör olayları neticesinde köyünün boşaltılmasıyla yerleşim yerinden göç etmek zorunda kaldığını iddia etmiş; 17/7/2004 tarihli ve 5233 sayılı Terör ve Terörle Mücadeleden Doğan Zararların Karşılanması Hakkında Kanun kapsamında zararlarının karşılanması talebiyle Tunceli Valiliği Terör ve Terörle Mücadeleden Doğan Zarar Tespit Komisyonuna (Komisyon) başvurmuştur. Komisyon 6/10/2009 tarihli kararıyla 653,23 TL ödenmesine karar vermiştir.",0.1678,-0.0193,0.181,-0.0023,0.6889,-0.027,0.67,-0.0292,0.2943,0.2028,0.0123,0.1317
127,high_confidence_correct,no_violation,no_violation,0.9969248,no_violation,0.9984,1,no_violation,1,10,4,0.6053," Olaylar Başvuru formu ve eklerinde ifade edildiği şekliyle ilgili olaylar özetle şöyledir: Başvurucu, 19/4/2012 tarihli ve 6292 sayılı Orman Köylülerinin Kalkınmalarının Desteklenmesi ve Hazine Adına Orman Sınırları Dışına Çıkarılan Yerlerin Değerlendirilmesi ile Hazineye Ait Tarım Arazilerinin Satışı Hakkında Kanun kapsamında zilyetliğinde bulundurduğu İzmir ili Torbalı ilçesinde bulunan taşınmazı satın almak amacıyla ilgili idarelere başvurmuş; İzmir Valiliği Defterdarlık Millî Emlak Dairesi Başkanlığınca kanuni indirimler sonrasında taşınmazın satış bedelinin 016,90 TL olduğu kendisine bildirilmiştir. Başvurucu, söz konusu bedele itiraz anlamında olmamak üzere güncel rayiç bedelin daha az olduğunu belirterek bilgi bakımından ve kanaat oluşturması açısından ilgili idarelerce durumun yeniden gözden geçirilmesi ve taşınmazın gerçek değerinin belirlenmesi amacıyla 29/7/2013 tarihinde Torbalı Asliye Hukuk Mahkemesine delil tespiti istemiyle başvuru yapmıştır. Torbalı  Asliye Hukuk Mahkemesi 30/7/2013 tarihli ve E.2013/165 Değişik İş sayılı kararla başvurucunun istemini reddetmiştir.",0.0018,0.0247,0.0015,0.019,0.0787,0.0028,0.0835,0.0023,0.271,0.2089,0.0071,0.0354
306,high_confidence_correct,no_violation,no_violation,0.99690175,no_violation,0.999,1,no_violation,1,10,4,0.5289," Olaylar Başvuru dilekçesindeki ilgili olaylar özetle şöyledir: Başvurucu, Silivri Cezaevi Jandarma Tabur Komutanlığında astsubay jandarma başçavuş olarak görev yapmaktadır. Başvurucu, Pülümür İlçe Jandarma Komutanlığı emrinde jandarma kıdemli üstçavuş olarak görev yaptığı sırada “daha önceden mesaiye katılması konusunda emir verilmesine rağmen 22/11/2008 tarihinde mesaiye katılmadığı” gerekçesiyle 22/11/2008 tarihinde 22/5/1930 tarih ve 1632 sayılı Askeri Ceza Kanunu’nun  maddesi uyarınca disiplin amiri tarafından üç gün oda hapsi cezası ile tecziye edilmiştir. Oda hapsi cezası başvurucuya 22/11/2008 tarihinde tebliğ edilmiş ve ceza 22/11/2008 ila 25/11/2008 tarihleri arasında infaz edilmiştir. Başvurucu, oda hapsi cezasının kaldırılması amacıyla 25/9/2012 tarihinde görev yapmakta olduğu Silivri Cezaevi Jandarma Tabur Komutanlığına şikâyet başvurusunda bulunmuştur.",0.0206,0.1072,0.0115,0.093,0.0013,0.0056,0.0013,0.0173,0.0018,0.0141,0.3758,0.2733
390,high_confidence_correct,no_violation,no_violation,0.996894,no_violation,0.9874,1,no_violation,1,8,5,0.6434," Başvuru, başvuru formu ve eklerinin idari yönden yapılan ön incelemesinden sonra Komisyona sunulmuştur. Komisyonca başvurunun kabul edilebilirlik incelemesinin Bölüm tarafından yapılmasına karar verilmiştir.    Başvuru formu ve eklerinde ifade edildiği şekliyle olaylar özetle şöyledir: Başvurucu Dernek; Ege Bölgesi'nde çevreyi, kültürel ve doğal varlıkları korumak amacıyla çalışmalarda bulunmak, bunların bozulmasına sebep olabilecek faaliyetler konusunda kamuoyunu bilgilendirmek ve söz konusu faaliyetleri önlemek için gerekli hukuksal yollara başvurmak, demokratik baskı grubu işlevini görmek amacıyla kurulmuş, merkezi İzmir/Konak'ta bulunan bir özel hukuk tüzel kişisidir.  Başvurucu Dernek 17/7/2018 tarihli 26939 sayılı Resmî Gazete'de yayımlanan Çevresel Etki Değerlendirilmesi Yönetmeliği'nin (Yönetmelik) bazı maddelerinin iptali istemiyle dava açmıştır. Dava dilekçesinde; Yönetmelik'in iptali istenen maddeleri tek tek gerekçeleri ile belirtildikten sonra Yönetmelik'te yer alan çevre tanımın eksik olduğu, bu eksikliğin Yönetmelik'in tamamını etkileyen bir unsur olduğu, dolayısıyla Yönetmelik'in amaç yönünden hukuka aykırı olduğu vurgulanmıştır.",0.1394,-0.0094,0.1222,-0.0092,0.3048,-0.0104,0.3116,-0.01,0.2459,0.1981,0.1448,0.1067
395,high_confidence_correct,no_violation,no_violation,0.99688905,no_violation,0.9962,1,no_violation,1,9,5,0.5066," A. Olaylar Başvuru dilekçesindeki ilgili olaylar özetle şöyledir: Başvurucu, 1950 doğumlu olup Adalet Bakanlığı Silivri Ceza İnfaz Kurumunda hüküm özlü olarak bulunmaktadır.  “Türkiye Cumhuriyeti Hükümetini cebren iskat veya vazife görmekten men etmeye teşebbüs etmek” suçunu işlediği iddiasıyla, İstanbul Cumhuriyet Başsavcılığınca hazırlanan 6/7/2010 tarih ve 2010/185 soruşturma, 2010/564 esas sayılı iddianame, İstanbul  Ağır Ceza Mahkemesince kabul edilerek başvurucu hakkında 19/7/2010 tarihinde kamu davası açılmıştır.  Başvurucunun, “dosyadaki delil durumu, kuvvetli suç şüphesini gösteren olguların bulunması, delillerin henüz tam olarak toplanılmamış oluşu, sanığın konumu itibariyle delillere etki yapma ihtimalinin olması, tanıkların henüz dinlenilmemiş oluşu, atılı suçun CMK. maddesinde belirtilen katalog suçlardan olması, belirtilen bu sebeplerle adli kontrol hükümler",0.2299,0.2745,0.1292,0.2531,0.0004,0.0038,0.0011,0.0129,0.0684,0.0363,0.1169,0.0403
165,low_confidence_correct,no_violation,no_violation,0.50824255,no_violation,0.5737,1,no_violation,1,21,1,0.0899,"Başvuru, taşınmazın koruma amaçlı uygulama imar planında arkeolojik sit alanı olarak belirlenmesi nedeniyle mülkiyet hakkının ihlal edildiği iddiasına ilişkindir.",0.1359,-0.067,0.1474,-0.0987,0.1359,-0.067,0.1474,-0.0987,0.1362,0.1016,0.1395,0.0732
520,low_confidence_correct,violation,violation,0.51631147,violation,0.6298,1,violation,1,14,1,0.1417,"Başvuru, öğretmen olan başvurucunun yöneticisi olduğu sendikanın kararı üzerine Millî Eğitim Bakanı'nın telekonferans konuşmasını dinlememesi ve alkışlı protesto etmesi nedeniyle disiplin cezası ile cezalandırılmasının örgütlenme özgürlüğünü ihlal ettiği iddiasına ilişkindir.",-0.0494,0.452,-0.0528,0.3021,0.5919,-0.1734,0.5459,-0.2057,-0.0308,-0.0113,0.1313,0.1688
612,low_confidence_correct,violation,violation,0.519494,violation,0.9173,1,violation,1,12,1,0.1549,"Başvurucu, hükümlü olarak bulunduğu ceza infaz kurumu tarafından, adına gönderilen Azadiya Welat gazetesinin (Gazete) bazı sayfalarının çıkartılarak gazeteye erişiminin engellenmesi nedeniyle ifade özgürlüğünün ihlal edildiğini ileri sürmüş ve tazminat talebinde bulunmuştur.",0.1268,0.1595,0.14,0.1538,0.1268,0.1595,0.14,0.1538,-0.0058,0.0131,0.1088,0.2502
9,low_confidence_correct,no_violation,no_violation,0.5229032,no_violation,0.6478,1,no_violation,1,9,1,0.1481,"Başvuru; devlet memurluğundan çıkarılma disiplin işleminin iptali istemiyle açılan davada ceza yargılaması dikkate alınmayarak karar verilmesi nedeniyle masumiyet karinesinin, yargılamanın uzun sürmesi nedeniyle makul sürede yargılanma hakkının ihlal edildiği iddialarına ilişkindir.",-0.0245,-0.0771,-0.0211,-0.0448,0.0476,-0.221,0.0551,-0.1627,0.1081,-0.0121,0.1563,0.0591
69,low_confidence_correct,violation,violation,0.5331677,violation,0.3739,1,violation,0,10,1,0.1537,"Başvuru, velayet altında bulunan başvurucuya bebeklik dönemi aşılarının uygulanması ebeveyn tarafından kabul edilmediği hâlde bu hususta Mahkemece sağlık tedbiri uygulanmasına karar verilmesi nedeniyle maddi ve manevi varlığın korunması ve geliştirilmesi hakkının ihlali iddiasına ilişkindir.",-0.4034,0.117,-0.398,0.0665,0.0252,-0.4721,0.0323,-0.4679,-0.0772,-0.0455,-0.0345,-0.1142
377,low_confidence_correct,no_violation,no_violation,0.53595144,no_violation,0.6077,1,no_violation,1,9,1,0.3203,"Başvurucular, ortak murislerinin maliki olduğu tarihi eser vasıflı taşınmazın kamu yararı olmaksızın kamulaştırıldığını, mülk sahiplerinin kendi mülklerini kendi imkânlarıyla yenileme haklarının ellerinden alındığını, kamulaştırma bedelinin tespiti ve tescil istemiyle açılan davada verilen kararda kamulaştırma bedelinin düşük tespit edildiğini, bilirkişi raporlarında yenileme projesinin görmezden gelindiğini ve mahkeme kararlarının gerekçesiz olduğunu belirterek adil yargılanma, mülkiyet ve konut dokunulmazlığı hakları ile Anayasa'nın  maddesinin ihlal edildiğini ileri sürmüşlerdir.",0.385,-0.1325,0.393,-0.1014,0.385,-0.1325,0.393,-0.1014,0.2061,-0.0068,0.3635,0.1894
144,low_confidence_correct,no_violation,no_violation,0.5362664,violation,0.6039,0,violation,1,10,1,0.1373,"Başvuru, avukat görüşlerinde bir görevlinin hazır bulundurulmasına, hükümlünün avukata verdiği veya avukatın hükümlüye verdiği belgenin incelenmesine ve görüşmenin kaydedilmesine yönelik karar nedeniyle özel hayata saygı hakkının ihlal edildiği iddiasına ilişkindir.",0.0264,0.015,0.0226,-0.0185,0.0688,-0.1992,0.0961,-0.2316,-0.0801,-0.0592,0.0846,0.1091
