idx,stratum,method,operator,comprehensiveness,sufficiency
552,high_confidence_correct,chefer_relevance,mask,0.31377982497215273,0.6931320816278458
552,high_confidence_correct,chefer_relevance,delete,0.39840821027755735,0.29061560034751893
552,high_confidence_correct,random,mask,0.1249298870563507,0.6812188476324081
552,high_confidence_correct,random,delete,0.13556523323059083,0.19357799291610717
40,high_confidence_correct,raw_attention,mask,0.24523016214370727,0.6249615699052811
40,high_confidence_correct,raw_attention,delete,0.07274324893951416,0.29311145544052125
40,high_confidence_correct,attention_rollout,mask,0.21745726466178894,0.6329668521881103
40,high_confidence_correct,attention_rollout,delete,0.03518215417861938,0.08621805906295776
40,high_confidence_correct,integrated_gradients,mask,0.31264888644218447,0.6266230493783951
40,high_confidence_correct,integrated_gradients,delete,0.21334192752838135,0.17000242471694946
40,high_confidence_correct,chefer_relevance,mask,0.33608404695987704,0.6171383142471314
40,high_confidence_correct,chefer_relevance,delete,0.07440621852874756,0.07692136764526367
40,high_confidence_correct,random,mask,0.0764783501625061,0.7120301604270936
40,high_confidence_correct,random,delete,0.026330506801605223,0.5938773393630982
207,high_confidence_correct,raw_attention,mask,0.1587884545326233,0.6652534782886506
207,high_confidence_correct,raw_attention,delete,0.06244926452636719,0.18435810804367064
207,high_confidence_correct,attention_rollout,mask,0.14511706829071044,0.6409576505422592
207,high_confidence_correct,attention_rollout,delete,0.0810010313987732,0.19017178416252137
207,high_confidence_correct,integrated_gradients,mask,0.23921032547950744,0.6244829356670379
207,high_confidence_correct,integrated_gradients,delete,0.19637855291366577,0.040695786476135254
207,high_confidence_correct,chefer_relevance,mask,0.25125572681427,0.6317026793956757
207,high_confidence_correct,chefer_relevance,delete,0.2957181096076965,0.09517189264297485
207,high_confidence_correct,random,mask,0.03328948020935059,0.6503747940063477
207,high_confidence_correct,random,delete,0.005679190158843994,0.28590108156204225
365,high_confidence_correct,raw_attention,mask,0.16790075302124025,0.6500760912895203
365,high_confidence_correct,raw_attention,delete,0.11433782577514648,0.19236307740211486
365,high_confidence_correct,attention_rollout,mask,0.1467578887939453,0.6455576479434967
365,high_confidence_correct,attention_rollout,delete,0.04811791181564331,0.11392832994461059
365,high_confidence_correct,integrated_gradients,mask,0.17585879564285278,0.6303553432226181
365,high_confidence_correct,integrated_gradients,delete,0.0549221396446228,0.05846983194351196
365,high_confidence_correct,chefer_relevance,mask,0.21712056994438172,0.6498965561389923
365,high_confidence_correct,chefer_relevance,delete,0.11151412725448609,0.026544845104217528
365,high_confidence_correct,random,mask,0.04377434253692627,0.6661133021116257
365,high_confidence_correct,random,delete,0.02937922477722168,0.26294100284576416
271,high_confidence_correct,raw_attention,mask,0.14588693976402284,0.6824168026447296
271,high_confidence_correct,raw_attention,delete,0.017649495601654054,0.12571935653686522
271,high_confidence_correct,attention_rollout,mask,0.14690510034561158,0.6742796063423157
271,high_confidence_correct,attention_rollout,delete,0.0835808515548706,0.1335088014602661
271,high_confidence_correct,integrated_gradients,mask,0.1444086730480194,0.6737813621759414
271,high_confidence_correct,integrated_gradients,delete,0.10126475095748902,0.12044492959976197
271,high_confidence_correct,chefer_relevance,mask,0.16491474509239196,0.6681933164596557
271,high_confidence_correct,chefer_relevance,delete,0.025297296047210694,0.07680892944335938
271,high_confidence_correct,random,mask,0.11370353698730469,0.6853563964366913
271,high_confidence_correct,random,delete,0.03958059549331665,0.4424295127391815
263,high_confidence_correct,raw_attention,mask,0.1413524329662323,0.7517054319381714
263,high_confidence_correct,raw_attention,delete,0.08493728637695312,0.12696200609207153
263,high_confidence_correct,attention_rollout,mask,0.14640464186668395,0.7409829765558242
263,high_confidence_correct,attention_rollout,delete,0.10206762552261353,0.20421642065048218
263,high_confidence_correct,integrated_gradients,mask,0.13836113810539247,0.6906981378793716
263,high_confidence_correct,integrated_gradients,delete,0.10375287532806396,0.1953887939453125
263,high_confidence_correct,chefer_relevance,mask,0.18894093632698059,0.6927610784769058
263,high_confidence_correct,chefer_relevance,delete,0.20665886998176575,0.08085001707077026
263,high_confidence_correct,random,mask,0.1354674994945526,0.7867881476879119
263,high_confidence_correct,random,delete,0.07908322811126708,0.3316858530044556
1,high_confidence_correct,raw_attention,mask,0.1310288429260254,0.7006495833396912
1,high_confidence_correct,raw_attention,delete,0.13182843923568727,0.14490797519683837
1,high_confidence_correct,attention_rollout,mask,0.13410489559173583,0.6461324751377105
1,high_confidence_correct,attention_rollout,delete,0.0303253173828125,0.3721765518188477
1,high_confidence_correct,integrated_gradients,mask,0.2602886915206909,0.6403334379196167
1,high_confidence_correct,integrated_gradients,delete,0.23322516679763794,0.027085590362548827
1,high_confidence_correct,chefer_relevance,mask,0.20771989226341248,0.6289382874965668
1,high_confidence_correct,chefer_relevance,delete,0.2637800097465515,0.2126205086708069
1,high_confidence_correct,random,mask,0.051845085620880124,0.682236984372139
1,high_confidence_correct,random,delete,0.07217527627944946,0.35689212679862975
68,high_confidence_correct,raw_attention,mask,0.26262614130973816,0.6517081409692764
68,high_confidence_correct,raw_attention,delete,0.18138466477394105,0.16200021505355836
68,high_confidence_correct,attention_rollout,mask,0.19811686873435974,0.6206411898136139
68,high_confidence_correct,attention_rollout,delete,0.12729402184486388,0.05737206935882568
68,high_confidence_correct,integrated_gradients,mask,0.3659574329853058,0.6218396008014679
68,high_confidence_correct,integrated_gradients,delete,0.278729173541069,0.08377838134765625
68,high_confidence_correct,chefer_relevance,mask,0.3996235400438309,0.6245174825191497
68,high_confidence_correct,chefer_relevance,delete,0.30880088806152345,0.07185503244400024
68,high_confidence_correct,random,mask,0.04050344228744507,0.6605434030294418
68,high_confidence_correct,random,delete,0.03993721008300781,0.3672710478305817
127,high_confidence_correct,raw_attention,mask,0.2460341513156891,0.6514706939458847
127,high_confidence_correct,raw_attention,delete,0.1351885437965393,0.15259103775024413
127,high_confidence_correct,attention_rollout,mask,0.1446465313434601,0.6402448445558548
127,high_confidence_correct,attention_rollout,delete,0.10277165174484253,0.16955503225326538
127,high_confidence_correct,integrated_gradients,mask,0.3263978898525238,0.6259638875722885
127,high_confidence_correct,integrated_gradients,delete,0.2664481997489929,0.04598079919815064
127,high_confidence_correct,chefer_relevance,mask,0.29903870820999146,0.6297759562730789
127,high_confidence_correct,chefer_relevance,delete,0.2836519479751587,0.08883391618728638
127,high_confidence_correct,random,mask,0.06197822093963623,0.6509331166744232
127,high_confidence_correct,random,delete,0.0473400354385376,0.11705145835876465
306,high_confidence_correct,raw_attention,mask,0.12378856539726257,0.6382520586252213
306,high_confidence_correct,raw_attention,delete,0.06837273836135864,0.3553373575210571
306,high_confidence_correct,attention_rollout,mask,0.12712135314941406,0.6337710440158844
306,high_confidence_correct,attention_rollout,delete,0.06540495157241821,0.29878738820552825
306,high_confidence_correct,integrated_gradients,mask,0.13908649682998658,0.6191948771476745
306,high_confidence_correct,integrated_gradients,delete,0.1220996618270874,0.14036686420440675
306,high_confidence_correct,chefer_relevance,mask,0.3172010719776154,0.62710622549057
306,high_confidence_correct,chefer_relevance,delete,0.3137614011764526,0.10626914501190185
306,high_confidence_correct,random,mask,0.11095547676086426,0.6520937889814377
306,high_confidence_correct,random,delete,0.07228266000747681,0.27192229628562925
390,high_confidence_correct,raw_attention,mask,0.12718992233276366,0.6291309803724289
390,high_confidence_correct,raw_attention,delete,0.088351571559906,0.29954575896263125
390,high_confidence_correct,attention_rollout,mask,0.11348839998245239,0.6233496278524399
390,high_confidence_correct,attention_rollout,delete,0.1653551936149597,0.18874192237854004
390,high_confidence_correct,integrated_gradients,mask,0.22225282788276673,0.6197696894407272
390,high_confidence_correct,integrated_gradients,delete,0.1961566388607025,0.05353473424911499
390,high_confidence_correct,chefer_relevance,mask,0.24072157144546508,0.626725834608078
390,high_confidence_correct,chefer_relevance,delete,0.199654221534729,0.09520984888076782
390,high_confidence_correct,random,mask,0.022881758213043214,0.6297532498836518
390,high_confidence_correct,random,delete,0.013630163669586182,0.2333931028842926
395,high_confidence_correct,raw_attention,mask,0.10569212436676026,0.6447531878948212
395,high_confidence_correct,raw_attention,delete,0.039963948726654056,0.1283753275871277
395,high_confidence_correct,attention_rollout,mask,0.08819152116775512,0.629776656627655
395,high_confidence_correct,attention_rollout,delete,0.044247984886169434,0.11567103862762451
395,high_confidence_correct,integrated_gradients,mask,0.1517643451690674,0.6423912316560745
395,high_confidence_correct,integrated_gradients,delete,0.037830579280853274,0.05040683746337891
395,high_confidence_correct,chefer_relevance,mask,0.15276828408241272,0.6167894572019577
395,high_confidence_correct,chefer_relevance,delete,0.08003695011138916,0.10370672941207885
395,high_confidence_correct,random,mask,0.03965016603469849,0.650764262676239
395,high_confidence_correct,random,delete,0.01875195503234863,0.1603025197982788
165,low_confidence_correct,raw_attention,mask,-0.17931894659996034,0.2583296835422516
165,low_confidence_correct,raw_attention,delete,-0.11701397895812989,-0.011554309725761413
165,low_confidence_correct,attention_rollout,mask,-0.02246900796890259,0.22519607245922088
165,low_confidence_correct,attention_rollout,delete,-0.04573352932929993,-0.07856900095939637
165,low_confidence_correct,integrated_gradients,mask,-0.015390780568122864,0.17234854102134706
165,low_confidence_correct,integrated_gradients,delete,0.25597951710224154,-0.2509026348590851
165,low_confidence_correct,chefer_relevance,mask,0.06234652698040009,0.20675646960735322
165,low_confidence_correct,chefer_relevance,delete,0.05744978189468384,-0.1628519594669342
165,low_confidence_correct,random,mask,-0.07842034101486206,0.2730791926383972
165,low_confidence_correct,random,delete,-0.07078522443771362,0.209212526679039
520,low_confidence_correct,raw_attention,mask,-0.01578388810157776,-0.25004148483276367
520,low_confidence_correct,raw_attention,delete,-0.13087179660797119,-0.08324879109859466
520,low_confidence_correct,attention_rollout,mask,-0.13994548320770264,-0.21885806322097778
520,low_confidence_correct,attention_rollout,delete,-0.2270787000656128,0.15721121281385422
520,low_confidence_correct,integrated_gradients,mask,0.09073116779327392,-0.2577651858329773
520,low_confidence_correct,integrated_gradients,delete,0.29311514208093287,-0.13456701636314392
520,low_confidence_correct,chefer_relevance,mask,0.221312852576375,-0.2527026891708374
520,low_confidence_correct,chefer_relevance,delete,0.08875601403415204,-0.2674676179885864
520,low_confidence_correct,random,mask,0.0758233368396759,-0.2264754056930542
520,low_confidence_correct,random,delete,0.16310997307300568,-0.06152966022491455
612,low_confidence_correct,raw_attention,mask,-0.1485586404800415,-0.26563591957092286
612,low_confidence_correct,raw_attention,delete,-0.18865521550178527,-0.016451838612556457
612,low_confidence_correct,attention_rollout,mask,-0.22046629190444947,-0.28141342401504515
612,low_confidence_correct,attention_rollout,delete,-0.14290469288825988,0.010109467804431916
612,low_confidence_correct,integrated_gradients,mask,0.1319088816642761,-0.2666316509246826
612,low_confidence_correct,integrated_gradients,delete,0.10324585437774658,-0.28831084370613097
612,low_confidence_correct,chefer_relevance,mask,0.06520644426345826,-0.27545604705810545
612,low_confidence_correct,chefer_relevance,delete,-0.10627594590187073,-0.094935542345047
612,low_confidence_correct,random,mask,0.013992053270339967,-0.18698471784591675
612,low_confidence_correct,random,delete,-0.11695858240127563,0.10612512677907944
9,low_confidence_correct,raw_attention,mask,-0.16042539477348328,0.2131634086370468
9,low_confidence_correct,raw_attention,delete,-0.06753448247909546,-0.027301916480064393
9,low_confidence_correct,attention_rollout,mask,-0.010803121328353881,0.19803982377052307
9,low_confidence_correct,attention_rollout,delete,-0.07382580637931824,-0.06655248403549194
9,low_confidence_correct,integrated_gradients,mask,-0.09530912041664123,0.17456440031528472
9,low_confidence_correct,integrated_gradients,delete,-0.022977733612060548,-0.16432865262031554
9,low_confidence_correct,chefer_relevance,mask,0.04695842862129211,0.19756074547767638
9,low_confidence_correct,chefer_relevance,delete,0.09569622874259949,-0.1476665735244751
9,low_confidence_correct,random,mask,-0.19139682054519652,0.18669799268245696
9,low_confidence_correct,random,delete,-0.0018802821636199952,-0.11057149767875671
69,low_confidence_correct,raw_attention,mask,-0.23529618978500366,-0.2569328427314758
69,low_confidence_correct,raw_attention,delete,-0.09273461699485779,0.15075479447841644
69,low_confidence_correct,attention_rollout,mask,-0.04486515522003174,-0.20935616493225098
69,low_confidence_correct,attention_rollout,delete,0.18016205430030824,-0.0001520499587059021
69,low_confidence_correct,integrated_gradients,mask,0.200850510597229,-0.2171369671821594
69,low_confidence_correct,integrated_gradients,delete,0.2953514039516449,-0.15407346189022064
69,low_confidence_correct,chefer_relevance,mask,0.16968947052955627,-0.24080004692077636
69,low_confidence_correct,chefer_relevance,delete,0.36469974741339684,-0.15657077431678773
69,low_confidence_correct,random,mask,0.03553118705749512,-0.13894524276256562
69,low_confidence_correct,random,delete,0.032958483695983885,0.23451754488050938
377,low_confidence_correct,raw_attention,mask,0.09380923211574554,0.3120037168264389
377,low_confidence_correct,raw_attention,delete,0.11862978041172027,-0.19979687929153442
377,low_confidence_correct,attention_rollout,mask,0.009516781568527222,0.24763781130313872
377,low_confidence_correct,attention_rollout,delete,-0.03612552285194397,-0.01702343821525574
377,low_confidence_correct,integrated_gradients,mask,0.07461505532264709,0.23733539283275604
377,low_confidence_correct,integrated_gradients,delete,0.019150099158287047,-0.19057104587554932
377,low_confidence_correct,chefer_relevance,mask,0.03672802448272705,0.2515394926071167
377,low_confidence_correct,chefer_relevance,delete,0.08758410066366196,-0.30216575860977174
377,low_confidence_correct,random,mask,-0.013067036867141724,0.23363807797431946
377,low_confidence_correct,random,delete,-0.08019336462020873,0.010828828811645508
144,low_confidence_correct,raw_attention,mask,-0.07430312037467957,0.2601517766714096
144,low_confidence_correct,raw_attention,delete,-0.06478639245033264,0.19394603967666627
144,low_confidence_correct,attention_rollout,mask,0.09657424688339233,0.20868877768516542
144,low_confidence_correct,attention_rollout,delete,0.13074053525924684,-0.08813056349754333
144,low_confidence_correct,integrated_gradients,mask,0.11293179392814637,0.2053329586982727
144,low_confidence_correct,integrated_gradients,delete,0.28333124816417693,-0.01935352385044098
144,low_confidence_correct,chefer_relevance,mask,0.2667718917131424,0.27076037526130675
144,low_confidence_correct,chefer_relevance,delete,0.2908951699733734,0.10505909323692322
144,low_confidence_correct,random,mask,0.07409923672676086,0.28011612594127655
144,low_confidence_correct,random,delete,0.2138666808605194,0.11871276497840881
501,low_confidence_correct,raw_attention,mask,0.2219717800617218,-0.2224849581718445
501,low_confidence_correct,raw_attention,delete,0.26273715049028395,0.07328828871250152
501,low_confidence_correct,attention_rollout,mask,-0.09103589057922364,-0.20457736253738404
501,low_confidence_correct,attention_rollout,delete,0.06671251058578491,0.13155785202980042
501,low_confidence_correct,integrated_gradients,mask,0.15229839086532593,-0.2329947829246521
501,low_confidence_correct,integrated_gradients,delete,0.012718752026557922,-0.023817461729049683
501,low_confidence_correct,chefer_relevance,mask,0.24402401447296143,-0.2517565727233887
501,low_confidence_correct,chefer_relevance,delete,0.2787589870393276,0.03295595049858093
501,low_confidence_correct,random,mask,0.10180019736289977,-0.21393814086914062
501,low_confidence_correct,random,delete,0.06620465517044068,0.3542509496212006
565,low_confidence_correct,raw_attention,mask,-0.058720839023590085,-0.1737978160381317
565,low_confidence_correct,raw_attention,delete,0.11920785903930664,0.0013564646244049073
565,low_confidence_correct,attention_rollout,mask,-0.09708206057548523,-0.13616334795951843
565,low_confidence_correct,attention_rollout,delete,0.07491344809532166,0.36827647835016253
565,low_confidence_correct,integrated_gradients,mask,0.4489577548578382,-0.22652729749679565
565,low_confidence_correct,integrated_gradients,delete,0.4919042614288628,-0.16575324535369873
565,low_confidence_correct,chefer_relevance,mask,0.15214309990406036,-0.19904927015304566
565,low_confidence_correct,chefer_relevance,delete,0.3097639910876751,-0.1554795026779175
565,low_confidence_correct,random,mask,0.09187824130058289,-0.12597591280937195
565,low_confidence_correct,random,delete,0.02557118535041809,0.09265144169330597
407,low_confidence_correct,raw_attention,mask,-0.2245011329650879,-0.2262475609779358
407,low_confidence_correct,raw_attention,delete,0.06517980098724366,0.24837073385715486
407,low_confidence_correct,attention_rollout,mask,-0.11178191304206848,-0.24629145860671997
407,low_confidence_correct,attention_rollout,delete,0.26245627999305726,0.04396218955516815
407,low_confidence_correct,integrated_gradients,mask,0.03496758341789245,-0.24791556596755981
407,low_confidence_correct,integrated_gradients,delete,0.15769217312335967,0.04412317872047424
407,low_confidence_correct,chefer_relevance,mask,-0.1423824906349182,-0.2474413275718689
407,low_confidence_correct,chefer_relevance,delete,0.05091208815574646,0.2187017470598221
407,low_confidence_correct,random,mask,-0.08243284225463868,-0.26878424882888796
407,low_confidence_correct,random,delete,-0.08765777349472045,0.2723027318716049
400,low_confidence_correct,raw_attention,mask,0.19690281972289086,-0.2003359317779541
400,low_confidence_correct,raw_attention,delete,0.07570804059505462,0.16122431457042694
400,low_confidence_correct,attention_rollout,mask,0.062136808037757875,-0.21224380731582643
400,low_confidence_correct,attention_rollout,delete,-0.1173443078994751,0.2677916169166565
400,low_confidence_correct,integrated_gradients,mask,0.3290348552167416,-0.22669198513031005
400,low_confidence_correct,integrated_gradients,delete,0.03136622905731201,-0.06619527339935302
400,low_confidence_correct,chefer_relevance,mask,0.30009058527648447,-0.20675047636032104
400,low_confidence_correct,chefer_relevance,delete,0.14073675572872163,0.265608549118042
400,low_confidence_correct,random,mask,0.19849830716848374,-0.24386698007583618
400,low_confidence_correct,random,delete,0.08582305908203125,0.20768256187438966
462,low_confidence_correct,raw_attention,mask,0.1327732928097248,-0.2068430781364441
462,low_confidence_correct,raw_attention,delete,0.08770687282085418,0.014379283785820008
462,low_confidence_correct,attention_rollout,mask,-0.004886531829833984,-0.16643463373184203
462,low_confidence_correct,attention_rollout,delete,0.09547771215438842,0.14946779608726501
462,low_confidence_correct,integrated_gradients,mask,0.2939235452562571,-0.20533206462860107
462,low_confidence_correct,integrated_gradients,delete,0.33173683350905775,0.18940939307212828
462,low_confidence_correct,chefer_relevance,mask,0.2554152928292751,-0.1847162961959839
462,low_confidence_correct,chefer_relevance,delete,0.4570091917179525,-0.2525995135307312
462,low_confidence_correct,random,mask,0.07186036705970764,-0.15863755941390992
462,low_confidence_correct,random,delete,0.1581254243850708,0.23283052444458008
660,low_confidence_correct,raw_attention,mask,0.08596492409706116,0.2957425504922867
660,low_confidence_correct,raw_attention,delete,0.006125342845916748,0.21123324036598207
660,low_confidence_correct,attention_rollout,mask,0.29504169672727587,0.2790397882461548
660,low_confidence_correct,attention_rollout,delete,0.15512670576572418,-0.1572815179824829
660,low_confidence_correct,integrated_gradients,mask,0.2774348795413971,0.22783100605010986
660,low_confidence_correct,integrated_gradients,delete,0.3819078393280506,-0.19751914739608764
660,low_confidence_correct,chefer_relevance,mask,0.30045579075813295,0.28926078975200653
660,low_confidence_correct,chefer_relevance,delete,0.27404905408620833,0.0031667172908782957
660,low_confidence_correct,random,mask,0.20723017454147338,0.25237719118595126
660,low_confidence_correct,random,delete,-0.0014833331108093262,0.018197101354599
252,low_confidence_correct,raw_attention,mask,-0.0474263846874237,-0.21574126482009887
252,low_confidence_correct,raw_attention,delete,0.12267697677016258,-0.02277736961841583
252,low_confidence_correct,attention_rollout,mask,-0.08290001153945922,-0.13750733137130738
252,low_confidence_correct,attention_rollout,delete,0.0012181639671325684,0.306595129519701
252,low_confidence_correct,integrated_gradients,mask,0.4113034101203084,-0.20509780645370485
252,low_confidence_correct,integrated_gradients,delete,0.4529700859449804,-0.16899353563785552
252,low_confidence_correct,chefer_relevance,mask,0.23890697779133915,-0.2117168664932251
252,low_confidence_correct,chefer_relevance,delete,0.4131198860704899,-0.28912278413772585
252,low_confidence_correct,random,mask,0.00338822603225708,-0.13027303218841552
252,low_confidence_correct,random,delete,0.04809375405311585,0.04306893348693848
465,low_confidence_correct,raw_attention,mask,0.16995922327041627,-0.1563301920890808
465,low_confidence_correct,raw_attention,delete,0.3934769037179649,0.03714251518249512
465,low_confidence_correct,attention_rollout,mask,0.052743375301361084,-0.1638971447944641
465,low_confidence_correct,attention_rollout,delete,0.0052354872226715084,0.26232967972755433
465,low_confidence_correct,integrated_gradients,mask,0.4300802320241928,-0.21693354845046997
465,low_confidence_correct,integrated_gradients,delete,0.4213724186643958,0.14304858446121216
465,low_confidence_correct,chefer_relevance,mask,0.31919724978506564,-0.17833895683288575
465,low_confidence_correct,chefer_relevance,delete,0.44444209039211274,-0.17262023091316223
465,low_confidence_correct,random,mask,0.11730899810791015,-0.12046100497245789
465,low_confidence_correct,random,delete,0.052522081136703494,0.07334722876548767
526,low_confidence_correct,raw_attention,mask,0.06531375646591187,-0.1690650463104248
526,low_confidence_correct,raw_attention,delete,0.2460164800286293,0.14731577038764954
526,low_confidence_correct,attention_rollout,mask,-0.10854459404945374,-0.11116122603416442
526,low_confidence_correct,attention_rollout,delete,-0.11138531565666199,0.41695587038993837
526,low_confidence_correct,integrated_gradients,mask,0.2643733754754066,-0.15334923267364503
526,low_confidence_correct,integrated_gradients,delete,0.3855581654235721,0.043720459938049315
526,low_confidence_correct,chefer_relevance,mask,0.17822011858224868,-0.17425117492675782
526,low_confidence_correct,chefer_relevance,delete,0.44392189672216775,-0.015678161382675172
526,low_confidence_correct,random,mask,0.021419358253479005,-0.15141186714172364
526,low_confidence_correct,random,delete,0.04048807621002197,0.1706264853477478
475,low_confidence_correct,raw_attention,mask,-0.05087513625621796,-0.19305593967437745
